met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
complete	0.005972827016611282	0.0051282932948405234	0.00551843559589782	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	799	821	810
complete	0.0046204535548387896	0.006848941358302461	0.005518201384729194	diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	857	701	811
average	0.005792336243086136	0.00526287641357187	0.005514927797405382	diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	799	854	838
mcquitty	0.004226816315432199	0.007930054044375075	0.005514393231969127	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	896	668	817
average	0.006125459756254023	0.005011947406953293	0.005513039380148345	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	776	872	839
average	0.005920527329712544	0.00513518004033965	0.005499959930954961	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	788	862	840
average	0.005975813708991287	0.005094124661666309	0.005499857175209871	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	784	867	841
complete	0.005989566117363158	0.005063983786989555	0.005488022575893943	diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	796	822	812
ward.D	0.006043369710353358	0.005022705339536655	0.005485967730408188	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds	815	818	816
ward.D	0.006043369710353358	0.005022705339536655	0.005485967730408188	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds	816	819	817
mcquitty	0.005686919493098121	0.00529746050824034	0.0054852857283813105	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	822	813	818
average	0.006158353946563072	0.004938625703028127	0.005481456405114973	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	773	877	842
median	0.005933255015806659	0.005089924070532065	0.005479329925608619	diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	36	40	38
average	0.005923784477228276	0.0050945503997437015	0.005477963578604274	diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	787	865	843
complete	0.006152385854362527	0.004930759280192499	0.005474246394580131	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	788	830	813
average	0.00530944664732599	0.005641990110630543	0.005470669490990751	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	825	836	844
mcquitty	0.006137604568340787	0.004929914425110507	0.005467867787711252	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	794	842	819
complete	0.006170276019132945	0.0049086395238009265	0.005467621920738348	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	787	831	814
mcquitty	0.005977318123441749	0.005031845297996519	0.005463982855500278	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	805	837	820
complete	0.00610710235967528	0.004933080434277712	0.005457668178673029	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	789	829	815
average	0.005631409418047941	0.005291969070596591	0.0054564152464653915	diskwalificeren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	806	852	845
ward.D	0.005980049619530996	0.0050166603715848775	0.005456155153795809	diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	818	820	818
average	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	mds	954	257	846
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10	987	958	982
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	988	959	983
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	989	960	984
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	990	961	985
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	991	962	986
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	992	963	987
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	993	964	988
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	994	965	989
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	tsne.20	995	966	990
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	996	967	991
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	997	968	992
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	998	969	993
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	999	970	994
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	1000	971	995
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	1001	972	996
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	1002	973	997
single	0.0030896574325256602	0.023249159624508138	0.0054544544410094755	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	1003	974	998
ward.D2	0.0057681951090424	0.005173035431986973	0.0054544281040042825	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	832	821	823
ward.D2	0.00614308488784542	0.004890108505798352	0.005445450032481161	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	809	835	824
single	0.0032354527951719493	0.017025485722720304	0.005437571938939583	diskwalificeren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	983	993	999
complete	0.006015486453213684	0.004959254983594363	0.005436543784401163	diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	795	828	816
average	0.005803978993115093	0.005110475248826883	0.005435194528562767	diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	797	864	847
ward.D2	0.006095277886351829	0.0049033877353372776	0.005434752152565238	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	812	834	825
ward.D	0.006083943556849492	0.004910470971168694	0.005434582832947525	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	813	825	819
mcquitty	0.0058479505513959135	0.005072230440979924	0.00543253867767301	diskwalificeren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	815	834	821
average	0.006064390762249399	0.004913440083710847	0.005428580759283067	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	778	880	848
complete	0.005857792975819607	0.005054049859126332	0.005426320413893493	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.30	804	824	817
average	0.006031465587514594	0.004927391758771905	0.0054238125180644725	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20	781	879	849
ward.D2	0.005916796831120235	0.005000209820881493	0.005420025207679651	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	823	831	826
mcquitty	0.005969243526811021	0.004957572494763693	0.005416574684635307	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	806	840	822
ward.D	0.005552202654659883	0.005286488645886335	0.0054160886180124445	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds	837	803	820
ward.D2	0.00602534434124476	0.004918615341106161	0.0054160197903666525	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.20	818	833	827
average	0.005813941902821799	0.0050546517150294986	0.005407774445060155	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	796	869	850
complete	0.005939295855519765	0.004962690615628372	0.00540725084985806	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	800	827	818
complete	0.004424964847069147	0.00694630992069563	0.00540610931380524	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds	871	693	819
complete	0.004644518472940549	0.006459333677381843	0.005403619245167262	diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds	854	745	820
mcquitty	0.004685883698515041	0.0063411584920842505	0.0053892840335895975	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	mds	868	757	823
mcquitty	0.005980593499280708	0.004903636146228427	0.005388834196652935	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	804	844	824
ward.D2	0.005807752652471901	0.005017873724760066	0.00538399690128524	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	825	829	828
complete	0.005983045249131726	0.004893966108821167	0.005383982734445716	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	797	832	821
ward.D2	0.005726268835874032	0.00507912783536563	0.00538331952486068	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	mds	834	825	829
mcquitty	0.004852254621194	0.006023425338571957	0.005374779975620352	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds	859	780	825
average	0.005662944796671982	0.0051137754906625576	0.00537436762467161	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	805	863	851
ward.D2	0.005501154583223379	0.005252042088283893	0.005373712820077195	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds	844	814	830
mcquitty	0.005726872073199982	0.0050597709346690495	0.005372693031818371	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	819	836	826
Mean of methods	0.004639810936680664	0.013265195187059682	0.005370507268837515	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	1018	956	1016
ward.D	0.005937325982798821	0.004901178404935155	0.005369724982145427	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	820	826	821
mcquitty	0.005916132835792986	0.004908395007694368	0.005365354922807898	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	807	843	827
complete	0.00493666577887095	0.005873716505067729	0.005364579069222825	diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	mds	839	774	822
complete	0.00580776419324892	0.004980616076733587	0.005362481296892614	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	805	826	823
ward.D2	0.005541312344217533	0.005189107990173677	0.005359429969256392	diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	842	820	831
ward.D	0.005761446587776463	0.005009012192196267	0.00535894650217174	diskwalificeren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	831	821	822
average	0.003139772342858104	0.018248123529389752	0.005357698944193942	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	951	345	852
single	0.003139772342858104	0.018248123529389752	0.005357698944193942	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	984	988	1000
single	0.003139772342858104	0.018248123529389752	0.005357698944193942	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	985	989	1001
single	0.003139772342858104	0.018248123529389752	0.005357698944193942	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	986	990	1002
complete	0.005684289625417034	0.005063576954322882	0.005356009536481397	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	812	823	824
complete	0.005926238367003669	0.004871602090305857	0.005347416519161903	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	802	835	825
ward.D	0.005439707565426024	0.005257260548884815	0.00534692815302029	diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	845	805	823
average	0.005838281690182741	0.00493146100274123	0.005346693843868901	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	793	878	853
mcquitty	0.005653750383307456	0.005060833069028366	0.005340886471444953	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	824	835	828
ward.D2	0.005746110062644377	0.0049855239789158515	0.005338864406270471	diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	833	832	832
average	0.005857067726820846	0.004897871842363131	0.005334696101911482	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	791	882	854
average	0.005857067726820846	0.004897871842363131	0.005334696101911482	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	792	883	855
ward.D	0.005813808204040544	0.004928424766041198	0.005334629479291379	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	828	824	824
ward.D	0.005744529086200284	0.004978334177221736	0.005334057663391036	diskwalificeren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	mds	833	823	825
ward.D2	0.005510864904080209	0.005134344410226081	0.00531594590211572	diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	843	823	833
ward.D2	0.005996880343973689	0.00476979658821719	0.005313412779965695	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	819	841	834
ward.D	0.005828089682015149	0.004880574865722847	0.005312413679674026	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	825	827	826
ward.D	0.00593576612609709	0.004799379411827858	0.00530742571460697	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	821	830	827
Mean of methods	0.0040762170901092465	0.01754566933828483	0.005303046013567252	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	mds	1019	785	1017
average	0.004904396554478669	0.005753958466204713	0.005295318840760175	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	843	830	856
average	0.004904396554478669	0.005753958466204713	0.005295318840760175	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	844	831	857
ward.D2	0.005616227414530571	0.005007496397448015	0.00529442200178449	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	840	830	835
average	0.00596964918520952	0.0047559126697417535	0.005294105908446224	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	785	890	858
ward.D2	0.005949470393939638	0.0047672670213602525	0.005293162070593467	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	822	842	836
mcquitty	0.005896238896453781	0.004797710934312964	0.005290552185582762	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	808	852	829
Mean of methods	0.005380182797537284	0.006681633217991087	0.005288387599181424	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.20	1012	1017	1018
mcquitty	0.005235397705747399	0.00534153435595868	0.00528793350457546	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	842	809	830
average	0.005829339013960795	0.004826843987478241	0.005280935953654187	diskwalificeren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	794	886	859
mcquitty	0.0058640778325540705	0.004796654041046057	0.005276927131463495	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	813	853	831
ward.D	0.005909985651877288	0.00476623285039725	0.005276843622740157	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	823	832	828
ward.D	0.005834637275423833	0.004806289571539597	0.005270773250093024	diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	824	829	829
ward.D	0.005940103926585963	0.004729737174403883	0.005266269683958031	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	819	833	830
complete	0.005927210984276883	0.004736814808112557	0.005265572553503597	diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	801	839	826
mcquitty	0.005398477924070724	0.005135169825969235	0.005263532937437338	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	835	830	832
ward.D	0.005398462444924649	0.00512529476990569	0.005258333268181663	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds	847	809	831
mcquitty	0.005885515746172289	0.004740876608634232	0.005251547844110201	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	809	855	833
average	0.005546157114866051	0.004986314007559244	0.005251356607301651	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	813	874	860
median	0.005038822609568191	0.005467015504336024	0.0052441929965873	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	39	39	39
ward.D	0.00578264108174886	0.004783184111680997	0.005235641597208029	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	830	831	832
average	0.004643014805043309	0.005986450551462301	0.005229835670537749	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	862	818	861
complete	0.005330768001428821	0.005130277543542869	0.0052286015293591176	diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds	827	820	827
ward.D	0.005716522384901946	0.0048162483469712265	0.005227910525649811	diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	834	828	833
mcquitty	0.005605224704616045	0.004888811942383302	0.005222564089959489	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	826	845	834
ward.D2	0.005702149488809645	0.004815836652432414	0.005221649874243976	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	837	840	837
mcquitty	0.005797921042612411	0.004742539610290269	0.0052173944018950634	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	817	854	835
average	0.004713278219125104	0.005838145410098067	0.005215751839456054	diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	857	827	862
average	0.00562871540609595	0.0048551602796561046	0.005213399373345403	diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	807	884	863
average	0.005827950958124347	0.004711134850728526	0.005210368976044003	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	795	891	864
ward.D2	0.0056572615780440556	0.004817105960170676	0.005203489063452397	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	838	839	838
ward.D2	0.005798151558561734	0.004700425545164992	0.005191899708185672	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	828	845	839
ward.D2	0.005798151558561734	0.004700425545164992	0.005191899708185672	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	829	846	840
average	0.0051492448191785434	0.005231504582428562	0.005190048776904026	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	835	857	865
complete	0.005630087061446387	0.004796346445841848	0.005179882084908987	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	813	837	828
ward.D	0.005788039787414273	0.004679526429049144	0.005175087426720696	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	829	834	834
ward.D2	0.005500492574373321	0.004884695673076396	0.005174337072691623	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	845	836	841
ward.D	0.005818085055803941	0.004656425997897338	0.0051728395479138664	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	827	835	835
mcquitty	0.00576988631157983	0.004686505765898596	0.005172071832700279	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	818	856	836
average	0.0053486558329098296	0.004999970309736216	0.005168438784611195	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.10	824	873	866
ward.D	0.0058233607474591585	0.004645371693940702	0.005168089896513745	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	826	837	836
average	0.0032790482054703106	0.012169311279177373	0.005166083602786671	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds	946	548	867
average	0.005272013672886351	0.005052973384056492	0.005160170104341877	diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	828	870	868
ward.D2	0.005799179871217688	0.004644796969146604	0.005158190888601848	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	827	849	842
mcquitty	0.004788581832275791	0.005589454516527157	0.005158116516572246	diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	863	800	837
complete	0.0056947822108111305	0.004713203277472231	0.005157706303626396	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	811	840	829
average	0.004883945920807973	0.005447642784620006	0.005150416555391077	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	845	846	869
ward.D2	0.00547575201087258	0.0048604444807652985	0.005149783803126552	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds	849	837	843
ward.D2	0.005780903299228755	0.004628142978213361	0.005140691336926338	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	831	850	844
mcquitty	0.005487672647569542	0.00482922476359167	0.005137436883972014	diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	831	849	838
ward.D	0.005748892441018231	0.004638507420775326	0.005134351349462322	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	832	838	837
mcquitty	0.005699972999500117	0.004668866531365757	0.005133151706675559	diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	820	857	839
complete	0.005737897288860514	0.0046348508969608895	0.005127724672290141	diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	807	842	830
mcquitty	0.005116904423675683	0.005123577092801573	0.005120238584292354	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	851	832	840
ward.D2	0.004550205553456159	0.005849423679380692	0.005118659428048772	diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds	890	766	845
mcquitty	0.005681228220043154	0.004642907361737067	0.005109854692938544	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	823	858	841
ward.D2	0.005710856711564323	0.004615584033953986	0.005105135391308002	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds	836	851	846
mcquitty	0.005273075600774589	0.004933093901150147	0.005097422119352256	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	839	841	842
mcquitty	0.0044969797776192215	0.005875984721361243	0.00509481825916944	diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds	880	791	843
complete	0.0055621159148404094	0.004698190183746219	0.00509378144099649	diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	815	841	831
average	0.0034254287756914376	0.009786939323707267	0.005074709292560305	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds	938	638	870
complete	0.0057248057659600605	0.004556839326617277	0.005074483668066939	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	808	846	832
ward.D	0.0056983551414109814	0.004562342590386813	0.00506746208422882	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	835	840	838
ward.D2	0.005649635446554137	0.004590326756520525	0.005065189156092269	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	839	853	847
average	0.005663946829413249	0.0045528801981272625	0.005047999989305686	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	804	896	871
average	0.005527274607740396	0.004638015705591227	0.005043749002661511	diskwalificeren.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	814	893	872
average	0.00524811242775648	0.004849974338389864	0.005041194671635283	diskwalificeren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	tsne.30	830	885	873
ward.D2	0.0054802518434318185	0.004649089775154734	0.0050305703509537615	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	848	848	848
complete	0.005501032842697765	0.004627907112096017	0.00502683777971178	diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	820	843	833
mcquitty	0.004914446528995079	0.005141733760637103	0.005025521600688021	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds	858	828	844
ward.D	0.005643492940007309	0.004528632032967046	0.005024968327432464	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	836	841	839
single	0.0034786004229544957	0.00903485399217358	0.005023176794492755	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	967	1013	1003
